b3027300|	add x5,x6,x7
d74125b6|	vnsra.wx v3,v2,x10
d74125b4|	vnsra.wx v3,v2,x10,v0.t
d7b12fb6|	vnsra.wi v3,v2,31
d7b12fb4|	vnsra.wi v3,v2,31,v0.t
d74120b2|	vncvt.x.x.w v3,v2
d74120b0|	vncvt.x.x.w v3,v2,v0.t

# 31.11.8: Vector Integer Compare Instructions
d7812062|	vmseq.vv v3,v2,v1
d7812060|	vmseq.vv v3,v2,v1,v0.t
d7412562|	vmseq.vx v3,v2,x10
d7412560|	vmseq.vx v3,v2,x10,v0.t
d7b12762|	vmseq.vi v3,v2,15
d7b12760|	vmseq.vi v3,v2,15,v0.t
d7812066|	vmsne.vv v3,v2,v1
d7812064|	vmsne.vv v3,v2,v1,v0.t
d7412566|	vmsne.vx v3,v2,x10
d7412564|	vmsne.vx v3,v2,x10,v0.t
d7b12766|	vmsne.vi v3,v2,15
d7b12764|	vmsne.vi v3,v2,15,v0.t
d781206a|	vmsltu.vv v3,v2,v1
d7812068|	vmsltu.vv v3,v2,v1,v0.t
d741256a|	vmsltu.vx v3,v2,x10
d7412568|	vmsltu.vx v3,v2,x10,v0.t
d781206e|	vmslt.vv v3,v2,v1
d781206c|	vmslt.vv v3,v2,v1,v0.t
d741256e|	vmslt.vx v3,v2,x10
d741256c|	vmslt.vx v3,v2,x10,v0.t
d7812072|	vmsleu.vv v3,v2,v1
d7812070|	vmsleu.vv v3,v2,v1,v0.t
d7412572|	vmsleu.vx v3,v2,x10
d7412570|	vmsleu.vx v3,v2,x10,v0.t
d7b12772|	vmsleu.vi v3,v2,15
d7b12770|	vmsleu.vi v3,v2,15,v0.t
d7812076|	vmsle.vv v3,v2,v1
d7812074|	vmsle.vv v3,v2,v1,v0.t
d7412576|	vmsle.vx v3,v2,x10
d7412574|	vmsle.vx v3,v2,x10,v0.t
d7b12776|	vmsle.vi v3,v2,15
d7b12774|	vmsle.vi v3,v2,15,v0.t
d741257a|	vmsgtu.vx v3,v2,x10
d7412578|	vmsgtu.vx v3,v2,x10,v0.t
d7b1277a|	vmsgtu.vi v3,v2,15
d7b12778|	vmsgtu.vi v3,v2,15,v0.t
d741257e|	vmsgt.vx v3,v2,x10
d741257c|	vmsgt.vx v3,v2,x10,v0.t
d7b1277e|	vmsgt.vi v3,v2,15
d7b1277c|	vmsgt.vi v3,v2,15,v0.t

# 31.11.9: Vector Integer Min/Max Instructions
d7812012|	vminu.vv v3,v2,v1
d7812010|	vminu.vv v3,v2,v1,v0.t
d7412512|	vminu.vx v3,v2,x10
d7412510|	vminu.vx v3,v2,x10,v0.t
d7812016|	vmin.vv v3,v2,v1
d7812014|	vmin.vv v3,v2,v1,v0.t
d7412516|	vmin.vx v3,v2,x10
d7412514|	vmin.vx v3,v2,x10,v0.t
d781201a|	vmaxu.vv v3,v2,v1
d7812018|	vmaxu.vv v3,v2,v1,v0.t
d741251a|	vmaxu.vx v3,v2,x10
d7412518|	vmaxu.vx v3,v2,x10,v0.t
d781201e|	vmax.vv v3,v2,v1
d781201c|	vmax.vv v3,v2,v1,v0.t
d741251e|	vmax.vx v3,v2,x10
d741251c|	vmax.vx v3,v2,x10,v0.t

# 31.11.10: Vector Single-Width Integer Multiply Instructions
d7a12096|	vmul.vv v3,v2,v1
d7a12094|	vmul.vv v3,v2,v1,v0.t
d7612596|	vmul.vx v3,v2,x10
d7612594|	vmul.vx v3,v2,x10,v0.t
d7a1209e|	vmulh.vv v3,v2,v1
d7a1209c|	vmulh.vv v3,v2,v1,v0.t
d761259e|	vmulh.vx v3,v2,x10
d761259c|	vmulh.vx v3,v2,x10,v0.t
d7a12092|	vmulhu.vv v3,v2,v1
d7a12090|	vmulhu.vv v3,v2,v1,v0.t
d7612592|	vmulhu.vx v3,v2,x10
d7612590|	vmulhu.vx v3,v2,x10,v0.t
d7a1209a|	vmulhsu.vv v3,v2,v1
d7a12098|	vmulhsu.vv v3,v2,v1,v0.t
d761259a|	vmulhsu.vx v3,v2,x10
d7612598|	vmulhsu.vx v3,v2,x10,v0.t

# 31.11.11: Vector Integer Divide Instructions
d7a12082|	vdivu.vv v3,v2,v1
d7a12080|	vdivu.vv v3,v2,v1,v0.t
d7612582|	vdivu.vx v3,v2,x10
d7612580|	vdivu.vx v3,v2,x10,v0.t
d7a12086|	vdiv.vv v3,v2,v1
d7a12084|	vdiv.vv v3,v2,v1,v0.t
d7612586|	vdiv.vx v3,v2,x10
d7612584|	vdiv.vx v3,v2,x10,v0.t
d7a1208a|	vremu.vv v3,v2,v1
d7a12088|	vremu.vv v3,v2,v1,v0.t
d761258a|	vremu.vx v3,v2,x10
d7612588|	vremu.vx v3,v2,x10,v0.t
d7a1208e|	vrem.vv v3,v2,v1
d7a1208c|	vrem.vv v3,v2,v1,v0.t
d761258e|	vrem.vx v3,v2,x10
d761258c|	vrem.vx v3,v2,x10,v0.t

# 31.11.12: Vector Widening Integer Multiply Instructions
d7a120ee|	vwmul.vv v3,v2,v1
d7a120ec|	vwmul.vv v3,v2,v1,v0.t
d76125ee|	vwmul.vx v3,v2,x10
d76125ec|	vwmul.vx v3,v2,x10,v0.t
d7a120e2|	vwmulu.vv v3,v2,v1
d7a120e0|	vwmulu.vv v3,v2,v1,v0.t
d76125e2|	vwmulu.vx v3,v2,x10
d76125e0|	vwmulu.vx v3,v2,x10,v0.t
d7a120ea|	vwmulsu.vv v3,v2,v1
d7a120e8|	vwmulsu.vv v3,v2,v1,v0.t
d76125ea|	vwmulsu.vx v3,v2,x10
d76125e8|	vwmulsu.vx v3,v2,x10,v0.t

# 31.11.13: Vector Single-Width Integer Multiply-Add Instructions
d7a120b6|	vmacc.vv v3,v1,v2
d7a120b4|	vmacc.vv v3,v1,v2,v0.t
d76125b6|	vmacc.vx v3,x10,v2
d76125b4|	vmacc.vx v3,x10,v2,v0.t
d7a120be|	vnmsac.vv v3,v1,v2
d7a120bc|	vnmsac.vv v3,v1,v2,v0.t
d76125be|	vnmsac.vx v3,x10,v2
d76125bc|	vnmsac.vx v3,x10,v2,v0.t
d7a120a6|	vmadd.vv v3,v1,v2
d7a120a4|	vmadd.vv v3,v1,v2,v0.t
d76125a6|	vmadd.vx v3,x10,v2
d76125a4|	vmadd.vx v3,x10,v2,v0.t
d7a120ae|	vnmsub.vv v3,v1,v2
d7a120ac|	vnmsub.vv v3,v1,v2,v0.t
d76125ae|	vnmsub.vx v3,x10,v2
d76125ac|	vnmsub.vx v3,x10,v2,v0.t

# 31.11.14: Vector Widening Integer Multiply-Add Instructions
d7a120f2|	vwmaccu.vv v3,v1,v2
d7a120f0|	vwmaccu.vv v3,v1,v2,v0.t
d76125f2|	vwmaccu.vx v3,x10,v2
d76125f0|	vwmaccu.vx v3,x10,v2,v0.t
d7a120f6|	vwmacc.vv v3,v1,v2
d7a120f4|	vwmacc.vv v3,v1,v2,v0.t
d76125f6|	vwmacc.vx v3,x10,v2
d76125f4|	vwmacc.vx v3,x10,v2,v0.t
d7a120fe|	vwmaccsu.vv v3,v1,v2
d7a120fc|	vwmaccsu.vv v3,v1,v2,v0.t
d76125fe|	vwmaccsu.vx v3,x10,v2
d76125fc|	vwmaccsu.vx v3,x10,v2,v0.t
d76125fa|	vwmaccus.vx v3,x10,v2
d76125f8|	vwmaccus.vx v3,x10,v2,v0.t

# 31.11.15: Vector Integer Merge Instructions
d781205c|	vmerge.vvm v3,v2,v1,v0
d741255c|	vmerge.vxm v3,v2,x10,v0
d7b1275c|	vmerge.vim v3,v2,15,v0

# 31.11.16: Vector Integer Move Instructions
d701015e|	vmv.v.v v3,v2
d741055e|	vmv.v.x v3,x10
d7b1075e|	vmv.v.i v3,15

# 31.12.1: Vector Single-Width Saturating Add and Subtract
d7812082|	vsaddu.vv v3,v2,v1
d7812080|	vsaddu.vv v3,v2,v1,v0.t
d7412582|	vsaddu.vx v3,v2,x10
d7412580|	vsaddu.vx v3,v2,x10,v0.t
d7b12782|	vsaddu.vi v3,v2,15
d7b12780|	vsaddu.vi v3,v2,15,v0.t
d7812086|	vsadd.vv v3,v2,v1
d7812084|	vsadd.vv v3,v2,v1,v0.t
d7412586|	vsadd.vx v3,v2,x10
d7412584|	vsadd.vx v3,v2,x10,v0.t
d7b12786|	vsadd.vi v3,v2,15
d7b12784|	vsadd.vi v3,v2,15,v0.t
d781208a|	vssubu.vv v3,v2,v1
d7812088|	vssubu.vv v3,v2,v1,v0.t
d741258a|	vssubu.vx v3,v2,x10
d7412588|	vssubu.vx v3,v2,x10,v0.t
d781208e|	vssub.vv v3,v2,v1
d781208c|	vssub.vv v3,v2,v1,v0.t
d741258e|	vssub.vx v3,v2,x10
d741258c|	vssub.vx v3,v2,x10,v0.t

# 31.12.2: Vector Single-Width Averaging Add and Subtract
d7a12022|	vaaddu.vv v3,v2,v1
d7a12020|	vaaddu.vv v3,v2,v1,v0.t
d7612522|	vaaddu.vx v3,v2,x10
d7612520|	vaaddu.vx v3,v2,x10,v0.t
d7a12026|	vaadd.vv v3,v2,v1
d7a12024|	vaadd.vv v3,v2,v1,v0.t
d7612526|	vaadd.vx v3,v2,x10
d7612524|	vaadd.vx v3,v2,x10,v0.t
d7a1202a|	vasubu.vv v3,v2,v1
d7a12028|	vasubu.vv v3,v2,v1,v0.t
d761252a|	vasubu.vx v3,v2,x10
d7612528|	vasubu.vx v3,v2,x10,v0.t
d7a1202e|	vasub.vv v3,v2,v1
d7a1202c|	vasub.vv v3,v2,v1,v0.t
d761252e|	vasub.vx v3,v2,x10
d761252c|	vasub.vx v3,v2,x10,v0.t

# 31.12.3: Vector Single-Width Fractional Multiply with Rounding and Saturation
d781209e|	vsmul.vv v3,v2,v1
d781209c|	vsmul.vv v3,v2,v1,v0.t
d741259e|	vsmul.vx v3,v2,x10
d741259c|	vsmul.vx v3,v2,x10,v0.t

# 31.12.4: Vector Single-Width Scaling Shift Instructions
d78120aa|	vssrl.vv v3,v2,v1
d78120a8|	vssrl.vv v3,v2,v1,v0.t
d74125aa|	vssrl.vx v3,v2,x10
d74125a8|	vssrl.vx v3,v2,x10,v0.t
d7b127aa|	vssrl.vi v3,v2,15
d7b127a8|	vssrl.vi v3,v2,15,v0.t
d78120ae|	vssra.vv v3,v2,v1
d78120ac|	vssra.vv v3,v2,v1,v0.t
d74125ae|	vssra.vx v3,v2,x10
d74125ac|	vssra.vx v3,v2,x10,v0.t
d73128ae|	vssra.vi v3,v2,16
d73128ac|	vssra.vi v3,v2,16,v0.t

# 31.12.5: Vector Narrowing Fixed-Point Clip Instructions
d78120ba|	vnclipu.wv v3,v2,v1
d78120b8|	vnclipu.wv v3,v2,v1,v0.t
d74125ba|	vnclipu.wx v3,v2,x10
d74125b8|	vnclipu.wx v3,v2,x10,v0.t
d73128ba|	vnclipu.wi v3,v2,16
d73128b8|	vnclipu.wi v3,v2,16,v0.t
d78120be|	vnclip.wv v3,v2,v1
d78120bc|	vnclip.wv v3,v2,v1,v0.t
d74125be|	vnclip.wx v3,v2,x10
d74125bc|	vnclip.wx v3,v2,x10,v0.t
d73128be|	vnclip.wi v3,v2,16
d73128bc|	vnclip.wi v3,v2,16,v0.t

# 31.13.2: Vector Single-Width Floating-Point Add/Subtract Instructions
d7912002|	vfadd.vv v3,v2,v1
d7912000|	vfadd.vv v3,v2,v1,v0.t
d7512502|	vfadd.vf v3,v2,f10
d7512500|	vfadd.vf v3,v2,f10,v0.t
d791200a|	vfsub.vv v3,v2,v1
d7912008|	vfsub.vv v3,v2,v1,v0.t
d751250a|	vfsub.vf v3,v2,f10
d7512508|	vfsub.vf v3,v2,f10,v0.t
d751259e|	vfrsub.vf v3,v2,f10
d751259c|	vfrsub.vf v3,v2,f10,v0.t

# 31.13.3: Vector Widening Floating-Point Add/Subtract Instructions
d79120c2|	vfwadd.vv v3,v2,v1
d79120c0|	vfwadd.vv v3,v2,v1,v0.t
d75125c2|	vfwadd.vf v3,v2,f10
d75125c0|	vfwadd.vf v3,v2,f10,v0.t
d79120ca|	vfwsub.vv v3,v2,v1
d79120c8|	vfwsub.vv v3,v2,v1,v0.t
d75125ca|	vfwsub.vf v3,v2,f10
d75125c8|	vfwsub.vf v3,v2,f10,v0.t
d79120d2|	vfwadd.wv v3,v2,v1
d79120d0|	vfwadd.wv v3,v2,v1,v0.t
d75125d2|	vfwadd.wf v3,v2,f10
d75125d0|	vfwadd.wf v3,v2,f10,v0.t
d79120da|	vfwsub.wv v3,v2,v1
d79120d8|	vfwsub.wv v3,v2,v1,v0.t
d75125da|	vfwsub.wf v3,v2,f10
d75125d8|	vfwsub.wf v3,v2,f10,v0.t

# 31.13.4: Vector Single-Width Floating-Point Multiply/Divide Instructions
d7912092|	vfmul.vv v3,v2,v1
d7912090|	vfmul.vv v3,v2,v1,v0.t
d7512592|	vfmul.vf v3,v2,f10
d7512590|	vfmul.vf v3,v2,f10,v0.t
d7912082|	vfdiv.vv v3,v2,v1
d7912080|	vfdiv.vv v3,v2,v1,v0.t
d7512582|	vfdiv.vf v3,v2,f10
d7512580|	vfdiv.vf v3,v2,f10,v0.t
d7512586|	vfrdiv.vf v3,v2,f10
d7512584|	vfrdiv.vf v3,v2,f10,v0.t

# 31.13.5: Vector Widening Floating-Point Multiply
d79120e2|	vfwmul.vv v3,v2,v1
d79120e0|	vfwmul.vv v3,v2,v1,v0.t
d75125e2|	vfwmul.vf v3,v2,f10
d75125e0|	vfwmul.vf v3,v2,f10,v0.t

# 31.13.6: Vector Single-Width Floating-Point Fused Multiply-Add Instructions
d79120b2|	vfmacc.vv v3,v1,v2
d79120b0|	vfmacc.vv v3,v1,v2,v0.t
d75125b2|	vfmacc.vf v3,f10,v2
d75125b0|	vfmacc.vf v3,f10,v2,v0.t
d79120b6|	vfnmacc.vv v3,v1,v2
d79120b4|	vfnmacc.vv v3,v1,v2,v0.t
d75125b6|	vfnmacc.vf v3,f10,v2
d75125b4|	vfnmacc.vf v3,f10,v2,v0.t
d79120ba|	vfmsac.vv v3,v1,v2
d79120b8|	vfmsac.vv v3,v1,v2,v0.t
d75125ba|	vfmsac.vf v3,f10,v2
d75125b8|	vfmsac.vf v3,f10,v2,v0.t
d79120be|	vfnmsac.vv v3,v1,v2
d79120bc|	vfnmsac.vv v3,v1,v2,v0.t
d75125be|	vfnmsac.vf v3,f10,v2
d75125bc|	vfnmsac.vf v3,f10,v2,v0.t
d79120a2|	vfmadd.vv v3,v1,v2
d79120a0|	vfmadd.vv v3,v1,v2,v0.t
d75125a2|	vfmadd.vf v3,f10,v2
d75125a0|	vfmadd.vf v3,f10,v2,v0.t
d79120a6|	vfnmadd.vv v3,v1,v2
d79120a4|	vfnmadd.vv v3,v1,v2,v0.t
d75125a6|	vfnmadd.vf v3,f10,v2
d75125a4|	vfnmadd.vf v3,f10,v2,v0.t
d79120aa|	vfmsub.vv v3,v1,v2
d79120a8|	vfmsub.vv v3,v1,v2,v0.t
d75125aa|	vfmsub.vf v3,f10,v2
d75125a8|	vfmsub.vf v3,f10,v2,v0.t
d79120ae|	vfnmsub.vv v3,v1,v2
d79120ac|	vfnmsub.vv v3,v1,v2,v0.t
d75125ae|	vfnmsub.vf v3,f10,v2
d75125ac|	vfnmsub.vf v3,f10,v2,v0.t

# 31.13.7: Vector Widening Floating-Point Fused Multiply-Add Instructions
d79120f2|	vfwmacc.vv v3,v1,v2
d79120f0|	vfwmacc.vv v3,v1,v2,v0.t
d75125f2|	vfwmacc.vf v3,f10,v2
d75125f0|	vfwmacc.vf v3,f10,v2,v0.t
d79120f6|	vfwnmacc.vv v3,v1,v2
d79120f4|	vfwnmacc.vv v3,v1,v2,v0.t
d75125f6|	vfwnmacc.vf v3,f10,v2
d75125f4|	vfwnmacc.vf v3,f10,v2,v0.t
d79120fa|	vfwmsac.vv v3,v1,v2
d79120f8|	vfwmsac.vv v3,v1,v2,v0.t
d75125fa|	vfwmsac.vf v3,f10,v2
d75125f8|	vfwmsac.vf v3,f10,v2,v0.t
d79120fe|	vfwnmsac.vv v3,v1,v2
d79120fc|	vfwnmsac.vv v3,v1,v2,v0.t
d75125fe|	vfwnmsac.vf v3,f10,v2
d75125fc|	vfwnmsac.vf v3,f10,v2,v0.t

# 31.13.8: Vector Floating-Point Square-Root Instruction
d711204e|	vfsqrt.v v3,v2
d711204c|	vfsqrt.v v3,v2,v0.t

# 31.13.9: Vector Floating-Point Reciprocal Square-Root Estimate Instruction
d711224e|	vfrsqrt7.v v3,v2
d711224c|	vfrsqrt7.v v3,v2,v0.t

# 31.13.10: Vector Floating-Point Reciprocal Estimate Instruction
d791224e|	vfrec7.v v3,v2
d791224c|	vfrec7.v v3,v2,v0.t

# 31.13.11: Vector Floating-Point MIN/MAX Instructions
d7912012|	vfmin.vv v3,v2,v1
d7912010|	vfmin.vv v3,v2,v1,v0.t
d7512512|	vfmin.vf v3,v2,f10
d7512510|	vfmin.vf v3,v2,f10,v0.t
d791201a|	vfmax.vv v3,v2,v1
d7912018|	vfmax.vv v3,v2,v1,v0.t
d751251a|	vfmax.vf v3,v2,f10
d7512518|	vfmax.vf v3,v2,f10,v0.t

# 31.13.12: Vector Floating-Point Sign-Injection Instructions
d7912022|	vfsgnj.vv v3,v2,v1
d7912020|	vfsgnj.vv v3,v2,v1,v0.t
d7512522|	vfsgnj.vf v3,v2,f10
d7512520|	vfsgnj.vf v3,v2,f10,v0.t
d7912026|	vfsgnjn.vv v3,v2,v1
d7912024|	vfsgnjn.vv v3,v2,v1,v0.t
d7512526|	vfsgnjn.vf v3,v2,f10
d7512524|	vfsgnjn.vf v3,v2,f10,v0.t
d791202a|	vfsgnjx.vv v3,v2,v1
d7912028|	vfsgnjx.vv v3,v2,v1,v0.t
d751252a|	vfsgnjx.vf v3,v2,f10
d7512528|	vfsgnjx.vf v3,v2,f10,v0.t
d7112126|	vfneg.v v3,v2
d7112124|	vfneg.v v3,v2,v0.t
d711212a|	vfabs.v v3,v2
d7112128|	vfabs.v v3,v2,v0.t

# 31.13.13: Vector Floating-Point Compare Instructions
d7912062|	vmfeq.vv v3,v2,v1
d7912060|	vmfeq.vv v3,v2,v1,v0.t
d7512562|	vmfeq.vf v3,v2,f10
d7512560|	vmfeq.vf v3,v2,f10,v0.t
d7912072|	vmfne.vv v3,v2,v1
d7912070|	vmfne.vv v3,v2,v1,v0.t
d7512572|	vmfne.vf v3,v2,f10
d7512570|	vmfne.vf v3,v2,f10,v0.t
d791206e|	vmflt.vv v3,v2,v1
d791206c|	vmflt.vv v3,v2,v1,v0.t
d751256e|	vmflt.vf v3,v2,f10
d751256c|	vmflt.vf v3,v2,f10,v0.t
d7912066|	vmfle.vv v3,v2,v1
d7912064|	vmfle.vv v3,v2,v1,v0.t
d7512566|	vmfle.vf v3,v2,f10
d7512564|	vmfle.vf v3,v2,f10,v0.t
d7512576|	vmfgt.vf v3,v2,f10
d7512574|	vmfgt.vf v3,v2,f10,v0.t
d751257e|	vmfge.vf v3,v2,f10
d751257c|	vmfge.vf v3,v2,f10,v0.t

# 31.13.14: Vector Floating-Point Classify Instruction
d711284e|	vfclass.v v3,v2
d711284c|	vfclass.v v3,v2,v0.t

# 31.13.15: Vector Floating-Point Merge Instruction
d751255c|	vfmerge.vfm v3,v2,f10,v0

# 31.13.16: Vector Floating-Point Move Instruction
d751055e|	vfmv.v.f v3,f10

# 31.13.17: Single-Width Floating-Point/Integer Type-Convert Instructions
d711204a|	vfcvt.xu.f.v v3,v2
d7112048|	vfcvt.xu.f.v v3,v2,v0.t
d791204a|	vfcvt.x.f.v v3,v2
d7912048|	vfcvt.x.f.v v3,v2,v0.t
d711234a|	vfcvt.rtz.xu.f.v v3,v2
d7112348|	vfcvt.rtz.xu.f.v v3,v2,v0.t
d791234a|	vfcvt.rtz.x.f.v v3,v2
d7912348|	vfcvt.rtz.x.f.v v3,v2,v0.t
d711214a|	vfcvt.f.xu.v v3,v2
d7112148|	vfcvt.f.xu.v v3,v2,v0.t
d791214a|	vfcvt.f.x.v v3,v2
d7912148|	vfcvt.f.x.v v3,v2,v0.t

# 31.13.18: Widening Floating-Point/Integer Type-Convert Instructions
d711244a|	vfwcvt.xu.f.v v3,v2
d7112448|	vfwcvt.xu.f.v v3,v2,v0.t
d791244a|	vfwcvt.x.f.v v3,v2
d7912448|	vfwcvt.x.f.v v3,v2,v0.t
d711274a|	vfwcvt.rtz.xu.f.v v3,v2
d7112748|	vfwcvt.rtz.xu.f.v v3,v2,v0.t
d791274a|	vfwcvt.rtz.x.f.v v3,v2
d7912748|	vfwcvt.rtz.x.f.v v3,v2,v0.t
d711254a|	vfwcvt.f.xu.v v3,v2
d7112548|	vfwcvt.f.xu.v v3,v2,v0.t
d791254a|	vfwcvt.f.x.v v3,v2
d7912548|	vfwcvt.f.x.v v3,v2,v0.t
d711264a|	vfwcvt.f.f.v v3,v2
d7112648|	vfwcvt.f.f.v v3,v2,v0.t

# 31.13.19: Narrowing Floating-Point/Integer Type-Convert Instructions
d711284a|	vfncvt.xu.f.w v3,v2
d7112848|	vfncvt.xu.f.w v3,v2,v0.t
d791284a|	vfncvt.x.f.w v3,v2
d7912848|	vfncvt.x.f.w v3,v2,v0.t
d7112b4a|	vfncvt.rtz.xu.f.w v3,v2
d7112b48|	vfncvt.rtz.xu.f.w v3,v2,v0.t
d7912b4a|	vfncvt.rtz.x.f.w v3,v2
d7912b48|	vfncvt.rtz.x.f.w v3,v2,v0.t
d711294a|	vfncvt.f.xu.w v3,v2
d7112948|	vfncvt.f.xu.w v3,v2,v0.t
d791294a|	vfncvt.f.x.w v3,v2
d7912948|	vfncvt.f.x.w v3,v2,v0.t
d7112a4a|	vfncvt.f.f.w v3,v2
d7112a48|	vfncvt.f.f.w v3,v2,v0.t
d7912a4a|	vfncvt.rod.f.f.w v3,v2
d7912a48|	vfncvt.rod.f.f.w v3,v2,v0.t

# 31.14.1: Vector Single-Width Integer Reduction Instructions
d7a12002|	vredsum.vs v3,v2,v1
d7a12000|	vredsum.vs v3,v2,v1,v0.t
d7a1201a|	vredmaxu.vs v3,v2,v1
d7a12018|	vredmaxu.vs v3,v2,v1,v0.t
d7a1201e|	vredmax.vs v3,v2,v1
d7a1201c|	vredmax.vs v3,v2,v1,v0.t
d7a12012|	vredminu.vs v3,v2,v1
d7a12010|	vredminu.vs v3,v2,v1,v0.t
d7a12016|	vredmin.vs v3,v2,v1
d7a12014|	vredmin.vs v3,v2,v1,v0.t
d7a12006|	vredand.vs v3,v2,v1
d7a12004|	vredand.vs v3,v2,v1,v0.t
d7a1200a|	vredor.vs v3,v2,v1
d7a12008|	vredor.vs v3,v2,v1,v0.t
d7a1200e|	vredxor.vs v3,v2,v1
d7a1200c|	vredxor.vs v3,v2,v1,v0.t

# 31.14.2: Vector Widening Integer Reduction Instructions
d78120c2|	vwredsumu.vs v3,v2,v1
d78120c0|	vwredsumu.vs v3,v2,v1,v0.t
d78120c6|	vwredsum.vs v3,v2,v1
d78120c4|	vwredsum.vs v3,v2,v1,v0.t

# 31.14.3: Vector Single-Width Floating-Point Reduction Instructions
d791200e|	vfredosum.vs v3,v2,v1
d791200c|	vfredosum.vs v3,v2,v1,v0.t
d7912006|	vfredusum.vs v3,v2,v1
d7912004|	vfredusum.vs v3,v2,v1,v0.t
d791201e|	vfredmax.vs v3,v2,v1
d791201c|	vfredmax.vs v3,v2,v1,v0.t
d7912016|	vfredmin.vs v3,v2,v1
d7912014|	vfredmin.vs v3,v2,v1,v0.t

# 31.14.4: Vector Widening Floating-Point Reduction Instructions
d79120ce|	vfwredosum.vs v3,v2,v1
d79120cc|	vfwredosum.vs v3,v2,v1,v0.t
d79120c6|	vfwredusum.vs v3,v2,v1
d79120c4|	vfwredusum.vs v3,v2,v1,v0.t

# 31.15: Vector Mask Instructions
d7a12066|	vmand.mm v3,v2,v1
d7a12076|	vmnand.mm v3,v2,v1
d7a12062|	vmandn.mm v3,v2,v1
d7a1206e|	vmxor.mm v3,v2,v1
d7a1206a|	vmor.mm v3,v2,v1
d7a1207a|	vmnor.mm v3,v2,v1
d7a12072|	vmorn.mm v3,v2,v1
d7a1207e|	vmxnor.mm v3,v2,v1
d7212166|	vmmv.m v3,v2
d7a1316e|	vmclr.m v3
d7a1317e|	vmset.m v3
d7212176|	vmnot.m v3,v2
57252842|	vcpop.m x10,v2
57252840|	vcpop.m x10,v2,v0.t
57a52842|	vfirst.m x10,v2
57a52840|	vfirst.m x10,v2,v0.t
d7a12052|	vmsbf.m v3,v2
d7a12050|	vmsbf.m v3,v2,v0.t
d7a12152|	vmsif.m v3,v2
d7a12150|	vmsif.m v3,v2,v0.t
d7212152|	vmsof.m v3,v2
d7212150|	vmsof.m v3,v2,v0.t
d7212852|	viota.m v3,v2
d7212850|	viota.m v3,v2,v0.t
d7a10852|	vid.v v3
d7a10850|	vid.v v3,v0.t

# 31.16.1: Integer Scalar Move Instructions
57252042|	vmv.x.s x10,v2
57610542|	vmv.s.x v2,x10

# 31.16.2: Floating-Point Scalar Move Instructions
57152042|	vfmv.f.s f10,v2
57510542|	vfmv.s.f v2,f10

# 31.16.3: Vector Slide Instructions
d741253a|	vslideup.vx v3,v2,x10
d7412538|	vslideup.vx v3,v2,x10,v0.t
d731283a|	vslideup.vi v3,v2,16
d7312838|	vslideup.vi v3,v2,16,v0.t
d741253e|	vslidedown.vx v3,v2,x10
d741253c|	vslidedown.vx v3,v2,x10,v0.t
d731283e|	vslidedown.vi v3,v2,16
d731283c|	vslidedown.vi v3,v2,16,v0.t
d761253a|	vslide1up.vx v3,v2,x10
d7612538|	vslide1up.vx v3,v2,x10,v0.t
d751253a|	vfslide1up.vf v3,v2,f10
d7512538|	vfslide1up.vf v3,v2,f10,v0.t
d761253e|	vslide1down.vx v3,v2,x10
d761253c|	vslide1down.vx v3,v2,x10,v0.t
d751253e|	vfslide1down.vf v3,v2,f10
d751253c|	vfslide1down.vf v3,v2,f10,v0.t

# 31.16.4: Vector Register Gather Instructions
d7812032|	vrgather.vv v3,v2,v1
d7812030|	vrgather.vv v3,v2,v1,v0.t
d781203a|	vrgatherei16.vv v3,v2,v1
d7812038|	vrgatherei16.vv v3,v2,v1,v0.t
d7412532|	vrgather.vx v3,v2,x10
d7412530|	vrgather.vx v3,v2,x10,v0.t
d7312832|	vrgather.vi v3,v2,16
d7312830|	vrgather.vi v3,v2,16,v0.t

# 31.16.5: Vector Compress Instruction
d7a1205e|	vcompress.vm v3,v2,v1

# 31.16.6: Whole Vector Register Move
d730209e|	vmv1r.v v1,v2
57b5c09e|	vmv2r.v v10,v12
57b2819e|	vmv4r.v v4,v8
57b0839e|	vmv8r.v v0,v8

0000|	unimp
ab|	illegalins
f3|	illegalins
abc3|	illegalins
abcde3|	illegalins
